fold_id,feature,coefficient
65,ledoit_wolf_to_sample_condition_ratio,0.0028136325036965445
65,rmt_to_sample_condition_ratio,0.0032482034682564677
65,trailing_realized_volatility,0.05613969465947146
65,__intercept__,0.03464319217832866
66,sample_avg_pairwise_correlation,-0.011034027114081319
66,sample_condition_number,-0.0025620448786919515
66,ledoit_wolf_condition_number,-0.013662373103015234
66,rmt_condition_number,-0.0017863478945152969
66,ledoit_wolf_to_sample_condition_ratio,0.003063490069741332
66,rmt_to_sample_condition_ratio,0.002666012246161031
66,trailing_realized_volatility,0.056068448630925694
66,__intercept__,0.03431350590118954
67,sample_avg_pairwise_correlation,-0.010917560383469756
67,sample_condition_number,-0.003938471844711788
67,ledoit_wolf_condition_number,-0.011890064258329981
67,rmt_condition_number,-0.0015371801934243442
67,ledoit_wolf_to_sample_condition_ratio,0.0015376975683594162
67,rmt_to_sample_condition_ratio,0.0026711747856284014
67,trailing_realized_volatility,0.05582068018107605
67,__intercept__,0.03394843118808834
68,sample_avg_pairwise_correlation,-0.01057599451463549
68,sample_condition_number,-0.0042733968349418835
68,ledoit_wolf_condition_number,-0.011133062582596737
68,rmt_condition_number,-0.0014071920867240188
68,ledoit_wolf_to_sample_condition_ratio,0.0009315593588323127
68,rmt_to_sample_condition_ratio,0.0029654104916323467
68,trailing_realized_volatility,0.05572234967897991
68,__intercept__,0.03361505129449356
69,sample_avg_pairwise_correlation,-0.00990189667747975
69,sample_condition_number,-0.0034100811208766886
69,ledoit_wolf_condition_number,-0.01072146633337369
69,rmt_condition_number,-0.0018319887183896122
69,ledoit_wolf_to_sample_condition_ratio,0.0007254717444967756
69,rmt_to_sample_condition_ratio,0.0044048867044561716
69,trailing_realized_volatility,0.05553563806498746
69,__intercept__,0.033294496807221234
70,sample_avg_pairwise_correlation,-0.009167976753932518
70,sample_condition_number,-0.0020848975381960217
70,ledoit_wolf_condition_number,-0.010907831685756706
70,rmt_condition_number,-0.0021962668014363597
70,ledoit_wolf_to_sample_condition_ratio,0.0011013496674717057
70,rmt_to_sample_condition_ratio,0.005783741853101136
70,trailing_realized_volatility,0.0553634734541704
70,__intercept__,0.03296819895737642
71,sample_avg_pairwise_correlation,-0.008882218382848693
71,sample_condition_number,-0.0015243385669907867
71,ledoit_wolf_condition_number,-0.011045213242681418
71,rmt_condition_number,-0.002318365257349174
71,ledoit_wolf_to_sample_condition_ratio,0.0013209551891347844
71,rmt_to_sample_condition_ratio,0.006297272761459684
71,trailing_realized_volatility,0.05519190267234093
71,__intercept__,0.03270293903525879
